order_id,customer_id,employee_id,shipper_id,region_id,order_date,ship_date,promised_date,delivered_date,order_status,sales_channel
12729,1190,,1,4,2023-12-24,2023-12-26,2023-12-26,2023-12-26,Completed,Marketplace
12730,199,12,3,3,2023-04-30,2023-04-30,2023-05-03,2023-05-03,Completed,Sales Rep
12731,176,,2,3,2023-03-05,2023-03-06,2023-03-10,2023-03-12,Completed,Web
12732,208,,3,7,2022-09-23,2022-09-24,2022-09-25,2022-09-25,Completed,Marketplace
12733,1920,,5,7,2023-12-30,2024-01-01,2024-01-02,2024-01-01,Completed,Web
12734,1612,,3,4,2025-03-21,2025-03-21,2025-03-26,,Pending,Web
12735,2179,,2,4,2023-08-11,2023-08-11,2023-08-17,,Pending,Marketplace
12736,2626,,1,2,2024-09-29,2024-09-29,2024-10-05,2024-10-05,Completed,Web
12737,367,,1,1,2022-11-24,2022-11-24,2022-11-28,2022-11-28,Completed,Marketplace
12738,2969,,5,4,2024-01-04,2024-01-06,2024-01-08,2024-01-08,Completed,Web
12739,831,,3,7,2025-07-14,2025-07-14,2025-07-19,2025-07-20,Completed,Web
12740,2890,16,5,2,2024-12-07,2024-12-08,2024-12-13,2024-12-13,Completed,Sales Rep
12741,593,,3,8,2023-09-15,2023-09-15,2023-09-19,2023-09-19,Completed,Marketplace
12742,928,,3,3,2022-12-22,2022-12-22,2022-12-27,2022-12-27,Completed,Mobile App
12743,139,,4,6,2024-03-13,2024-03-13,2024-03-15,2024-03-14,Completed,Mobile App
12744,1809,,3,4,2022-12-07,2022-12-09,2022-12-12,2022-12-12,Completed,Mobile App
12745,1601,,2,6,2024-07-24,2024-07-26,2024-07-27,,Pending,Web
12746,2078,,1,7,2025-08-08,2025-08-10,2025-08-13,2025-08-13,Completed,Marketplace
12747,1267,,4,8,2023-06-13,2023-06-15,2023-06-19,2023-06-18,Completed,Mobile App
12748,270,,3,5,2025-03-22,2025-03-23,2025-03-25,2025-03-25,Completed,Mobile App
12749,1287,,2,6,2025-12-04,2025-12-05,2025-12-06,2025-12-06,Completed,Mobile App
12750,1997,,5,3,2025-08-31,,2025-09-06,,Pending,Web
12751,598,,5,6,2023-03-23,2023-03-23,2023-03-27,,Pending,Mobile App
12752,884,,1,6,2024-07-16,,2024-07-19,,Cancelled,Mobile App
12753,1529,,2,2,2024-12-04,,2024-12-08,,Pending,Web
12754,1750,,1,1,2025-11-29,2025-11-30,2025-12-03,2025-12-04,Completed,Web
12755,677,,1,5,2025-03-18,2025-03-19,2025-03-21,2025-03-21,Completed,Web
12756,345,,1,2,2023-01-31,,2023-02-04,,Pending,Web
12757,937,,1,7,2025-11-28,2025-11-28,2025-12-03,,Pending,Web
12758,2577,22,2,3,2024-07-19,2024-07-21,2024-07-24,2024-07-26,Completed,Sales Rep
12759,1807,,4,6,2025-11-25,2025-11-26,2025-12-01,2025-12-03,Completed,Mobile App
12760,2934,,1,3,2025-04-12,2025-04-14,2025-04-17,2025-04-19,Completed,Mobile App
12761,2258,,5,7,2025-11-12,2025-11-13,2025-11-14,2025-11-14,Completed,Web
12762,413,,4,3,2023-07-31,2023-08-01,2023-08-05,2023-08-06,Completed,Web
12763,1747,,3,4,2024-09-30,2024-09-30,2024-10-04,2024-10-04,Completed,Web
12764,1563,,2,1,2023-11-24,,2023-11-28,,Cancelled,Web
12765,2303,,2,2,2025-10-01,2025-10-01,2025-10-03,2025-10-03,Completed,Marketplace
12766,487,,2,4,2024-04-29,2024-04-29,2024-05-03,2024-05-03,Completed,Web
12767,609,,5,3,2023-02-01,2023-02-03,2023-02-06,2023-02-07,Completed,Web
12768,1372,,3,4,2024-10-01,2024-10-01,2024-10-06,2024-10-06,Completed,Mobile App
12769,1820,,3,2,2025-03-06,2025-03-08,2025-03-10,2025-03-12,Completed,Web
12770,168,,4,1,2025-04-11,2025-04-12,2025-04-14,2025-04-14,Completed,Mobile App
12771,557,,2,7,2024-02-11,2024-02-11,2024-02-15,2024-02-15,Completed,Marketplace
12772,1042,,1,7,2025-05-11,2025-05-12,2025-05-16,2025-05-16,Completed,Web
12773,2579,,2,1,2022-09-29,2022-09-29,2022-10-03,2022-10-03,Completed,Marketplace
12774,1622,,3,2,2023-05-13,2023-05-15,2023-05-18,,Pending,Mobile App
12775,1074,,4,7,2025-11-26,2025-11-27,2025-12-01,2025-11-30,Completed,Mobile App
12776,1598,,2,4,2022-07-10,2022-07-11,2022-07-14,2022-07-16,Completed,Marketplace
12777,768,,3,5,2024-07-27,2024-07-27,2024-07-30,2024-07-30,Completed,Mobile App
12778,2793,,3,1,2025-11-23,2025-11-25,2025-11-28,2025-11-29,Completed,Web
12779,1920,,3,7,2024-01-01,,2024-01-07,,Pending,Web
12780,1795,,2,4,2023-12-13,2023-12-13,2023-12-15,,Pending,Marketplace
12781,1259,,5,8,2024-12-27,2024-12-29,2025-01-02,2025-01-03,Completed,Marketplace
12782,1013,,3,4,2024-11-01,2024-11-01,2024-11-03,2024-11-02,Completed,Marketplace
12783,2885,,2,3,2023-11-25,2023-11-25,2023-12-01,2023-12-02,Completed,Web
12784,145,,5,5,2022-03-31,2022-04-02,2022-04-02,2022-04-02,Completed,Web
12785,368,,1,7,2023-09-27,2023-09-29,2023-09-29,2023-10-01,Completed,Web
12786,1384,,4,5,2022-10-22,2022-10-24,2022-10-28,2022-10-28,Completed,Marketplace
12787,2586,,4,3,2025-08-25,2025-08-26,2025-08-30,,Pending,Mobile App
12788,972,,3,1,2025-11-20,2025-11-20,2025-11-24,2025-11-25,Completed,Mobile App
12789,1378,,4,2,2024-06-16,2024-06-17,2024-06-18,2024-06-19,Completed,Web
12790,1300,,3,8,2023-12-17,,2023-12-22,,Cancelled,Web
12791,2972,,1,2,2025-11-19,2025-11-20,2025-11-23,2025-11-24,Completed,Marketplace
12792,850,,1,6,2023-05-05,2023-05-05,2023-05-11,2023-05-11,Completed,Web
12793,721,,1,7,2025-04-06,2025-04-07,2025-04-10,2025-04-10,Completed,Mobile App
12794,394,19,5,6,2025-05-29,2025-05-30,2025-06-03,2025-06-03,Completed,Sales Rep
12795,663,6,3,2,2025-10-21,2025-10-23,2025-10-26,2025-10-27,Completed,Sales Rep
12796,1670,,3,4,2022-09-14,2022-09-16,2022-09-16,2022-09-16,Completed,Marketplace
12797,1900,,3,2,2025-06-20,2025-06-21,2025-06-25,,Pending,Web
12798,2846,,2,2,2023-12-27,2023-12-29,2024-01-02,,Pending,Web
12799,1136,,2,3,2025-10-13,2025-10-15,2025-10-15,2025-10-15,Completed,Web
12800,405,,4,2,2025-01-03,2025-01-04,2025-01-09,2025-01-09,Completed,Web
12801,2340,,1,7,2023-06-12,,2023-06-15,,Cancelled,Mobile App
12802,1031,,3,4,2023-08-12,2023-08-13,2023-08-16,2023-08-16,Completed,Marketplace
12803,1698,,1,7,2024-04-15,2024-04-15,2024-04-17,2024-04-17,Completed,Web
12804,450,,3,3,2024-04-02,2024-04-02,2024-04-07,2024-04-09,Completed,Web
12805,505,,2,2,2025-12-03,,2025-12-05,,Cancelled,Web
12806,1116,,3,7,2024-04-27,2024-04-28,2024-05-03,2024-05-03,Completed,Mobile App
12807,344,,2,7,2024-03-15,2024-03-15,2024-03-21,,Pending,Marketplace
12808,116,,1,3,2025-11-03,2025-11-04,2025-11-08,2025-11-10,Completed,Marketplace
12809,1305,,3,5,2022-10-25,,2022-10-30,,Pending,Web
12810,468,,3,4,2025-04-26,2025-04-27,2025-04-28,,Pending,Marketplace
12811,1658,,1,3,2022-07-27,,2022-08-02,,Pending,Web
12812,2690,,4,5,2024-03-21,2024-03-22,2024-03-23,,Pending,Web
12813,1548,,2,5,2025-01-21,2025-01-21,2025-01-27,2025-01-27,Completed,Mobile App
12814,747,,3,7,2024-11-07,2024-11-08,2024-11-11,2024-11-11,Completed,Marketplace
12815,2675,,3,1,2025-06-17,,2025-06-20,,Pending,Mobile App
12816,644,,5,3,2022-04-12,2022-04-14,2022-04-17,2022-04-17,Completed,Mobile App
12817,2950,,5,2,2024-05-11,2024-05-13,2024-05-17,,Pending,Web
12818,1221,,3,1,2022-01-22,2022-01-22,2022-01-25,2022-01-25,Completed,Web
12819,580,,4,4,2022-06-08,2022-06-08,2022-06-11,,Pending,Web
12820,1342,,4,3,2025-02-20,2025-02-21,2025-02-23,2025-02-24,Completed,Mobile App
12821,1727,,2,2,2022-02-02,2022-02-02,2022-02-08,2022-02-08,Completed,Mobile App
12822,1913,,5,1,2024-02-26,2024-02-26,2024-03-02,2024-03-04,Completed,Web
12823,1802,,3,1,2023-09-16,,2023-09-22,,Pending,Mobile App
12824,629,,1,2,2022-11-25,,2022-11-30,,Pending,Marketplace
12825,2810,,2,8,2025-04-08,2025-04-09,2025-04-10,2025-04-10,Completed,Web
12826,1776,,5,3,2022-12-04,2022-12-04,2022-12-06,2022-12-06,Completed,Mobile App
12827,1244,,1,2,2024-08-09,2024-08-11,2024-08-15,2024-08-16,Completed,Web
12828,1860,,3,5,2024-05-25,2024-05-25,2024-05-30,,Pending,Mobile App
12829,2093,,2,5,2024-10-04,2024-10-04,2024-10-10,2024-10-13,Completed,Mobile App
12830,2663,,1,2,2022-08-09,2022-08-10,2022-08-15,2022-08-16,Completed,Mobile App
12831,81,,3,1,2024-07-06,2024-07-07,2024-07-10,2024-07-10,Completed,Marketplace
12832,389,,3,8,2022-12-14,2022-12-14,2022-12-17,,Pending,Web
12833,387,,1,7,2024-07-04,2024-07-05,2024-07-09,2024-07-09,Completed,Marketplace
12834,211,,1,2,2022-06-24,2022-06-25,2022-06-27,2022-06-27,Completed,Marketplace
12835,1737,,1,7,2022-01-13,2022-01-15,2022-01-16,,Pending,Mobile App
12836,2501,5,5,3,2023-08-04,2023-08-05,2023-08-09,2023-08-12,Completed,Sales Rep
12837,1216,,1,8,2022-05-28,2022-05-29,2022-06-02,2022-06-02,Completed,Marketplace
12838,92,,5,3,2025-10-10,2025-10-11,2025-10-15,2025-10-15,Completed,Web
12839,1944,,5,7,2024-10-16,,2024-10-21,,Pending,Web
12840,883,,2,3,2024-09-05,2024-09-05,2024-09-10,2024-09-11,Completed,Web
12841,528,,2,6,2023-05-06,2023-05-06,2023-05-11,2023-05-10,Completed,Mobile App
12842,1512,,1,3,2025-04-17,2025-04-18,2025-04-20,2025-04-19,Completed,Web
12843,434,,5,5,2025-12-24,2025-12-26,2025-12-27,2025-12-28,Completed,Mobile App
12844,268,,1,5,2022-12-30,2022-12-31,2023-01-02,2023-01-02,Completed,Mobile App
12845,2330,,2,6,2025-12-31,2026-01-02,2026-01-03,2026-01-03,Completed,Marketplace
12846,2581,,4,7,2025-08-31,2025-08-31,2025-09-02,2025-09-04,Completed,Mobile App
12847,2169,,5,1,2023-12-28,,2024-01-01,,Cancelled,Mobile App
12848,1459,,5,4,2025-06-13,2025-06-13,2025-06-16,2025-06-16,Completed,Web
12849,2307,,2,7,2024-11-13,2024-11-13,2024-11-18,2024-11-18,Completed,Mobile App
12850,597,,2,7,2024-04-12,2024-04-12,2024-04-17,2024-04-18,Completed,Mobile App
12851,1387,,1,5,2024-05-09,2024-05-09,2024-05-12,,Pending,Web
12852,2801,7,4,4,2024-11-02,2024-11-03,2024-11-08,2024-11-07,Completed,Sales Rep
12853,958,,2,2,2025-12-06,2025-12-06,2025-12-09,2025-12-10,Completed,Marketplace
12854,2157,,2,4,2024-03-21,2024-03-21,2024-03-25,2024-03-25,Completed,Marketplace
12855,2938,,2,4,2023-10-28,2023-10-29,2023-11-01,2023-11-01,Completed,Web
12856,441,,1,4,2023-06-07,2023-06-08,2023-06-12,2023-06-13,Completed,Marketplace
12857,2576,,2,5,2022-01-25,2022-01-25,2022-01-27,2022-01-26,Completed,Web
12858,1129,,4,8,2022-02-20,2022-02-22,2022-02-25,2022-02-25,Completed,Web
12859,679,,4,3,2025-10-18,2025-10-20,2025-10-22,2025-10-22,Completed,Web
12860,1055,,4,1,2023-03-03,2023-03-05,2023-03-06,,Pending,Mobile App
12861,1238,,2,5,2024-11-04,2024-11-06,2024-11-10,2024-11-10,Completed,Web
12862,2073,,3,7,2023-04-04,2023-04-05,2023-04-08,,Pending,Mobile App
12863,703,,5,1,2022-01-16,2022-01-16,2022-01-22,2022-01-22,Completed,Web
12864,412,,1,7,2025-05-18,2025-05-18,2025-05-23,2025-05-24,Completed,Marketplace
12865,2413,30,4,1,2022-03-07,2022-03-08,2022-03-11,2022-03-14,Completed,Sales Rep
12866,1478,,4,5,2025-03-20,2025-03-20,2025-03-24,2025-03-27,Completed,Web
12867,2756,,4,7,2024-08-30,,2024-09-03,,Pending,Web
12868,1882,,2,6,2025-08-13,2025-08-14,2025-08-17,2025-08-17,Completed,Web
12869,292,,2,8,2022-12-12,,2022-12-15,,Cancelled,Marketplace
12870,497,,4,8,2025-09-29,2025-10-01,2025-10-03,2025-10-04,Completed,Web
12871,2251,1,2,1,2022-10-22,2022-10-24,2022-10-26,,Pending,Sales Rep
12872,2361,,5,4,2022-09-09,2022-09-11,2022-09-12,,Pending,Web
12873,237,,5,4,2025-02-10,2025-02-11,2025-02-14,2025-02-16,Completed,Mobile App
12874,362,,3,4,2025-10-22,2025-10-22,2025-10-28,2025-10-28,Completed,Web
12875,2770,,1,8,2022-03-19,,2022-03-24,,Cancelled,Marketplace
12876,1493,,4,1,2025-11-27,,2025-11-30,,Pending,Marketplace
12877,622,,4,3,2023-12-11,2023-12-11,2023-12-14,2023-12-15,Completed,Web
12878,1350,,1,3,2023-07-15,2023-07-17,2023-07-19,2023-07-19,Completed,Mobile App
12879,765,,3,6,2025-03-28,2025-03-29,2025-03-30,2025-03-30,Completed,Web
12880,173,,3,8,2025-09-28,2025-09-28,2025-10-01,2025-10-02,Completed,Web
12881,1439,,1,1,2024-04-30,2024-05-01,2024-05-06,2024-05-07,Completed,Web
12882,2890,15,3,2,2024-05-17,2024-05-17,2024-05-20,2024-05-20,Completed,Sales Rep
12883,1724,,1,8,2023-04-01,2023-04-02,2023-04-05,2023-04-06,Completed,Marketplace
12884,1283,,3,5,2022-04-20,2022-04-22,2022-04-25,,Pending,Web
12885,815,20,1,2,2025-08-19,,2025-08-21,,Pending,Sales Rep
12886,1590,,3,7,2023-02-20,2023-02-22,2023-02-26,2023-02-26,Completed,Mobile App
12887,404,,3,4,2025-03-26,2025-03-26,2025-03-29,2025-03-30,Completed,Marketplace
12888,2128,,2,7,2025-04-06,,2025-04-11,,Cancelled,Web
12889,2609,,4,7,2022-04-24,2022-04-26,2022-04-27,2022-04-28,Completed,Mobile App
12890,202,5,2,4,2025-07-02,2025-07-04,2025-07-05,2025-07-05,Completed,Sales Rep
12891,1163,22,1,8,2023-08-12,2023-08-13,2023-08-17,2023-08-17,Completed,Sales Rep
12892,2945,,5,1,2022-06-21,,2022-06-24,,Cancelled,Web
12893,2337,,1,7,2025-04-21,2025-04-22,2025-04-25,2025-04-26,Completed,Web
12894,1954,,5,7,2024-04-28,2024-04-29,2024-05-04,2024-05-04,Completed,Mobile App
12895,764,,5,7,2024-11-27,2024-11-29,2024-11-30,2024-11-30,Completed,Web
12896,287,,5,2,2022-03-24,2022-03-26,2022-03-28,,Pending,Mobile App
12897,419,24,5,6,2024-03-28,2024-03-30,2024-04-01,2024-04-03,Completed,Sales Rep
12898,1970,,1,7,2024-09-24,2024-09-24,2024-09-26,2024-09-26,Completed,Web
12899,1375,,3,2,2022-04-21,2022-04-21,2022-04-25,2022-04-26,Completed,Web
12900,2501,,5,3,2025-08-13,2025-08-14,2025-08-18,2025-08-18,Completed,Mobile App
12901,2911,,4,1,2023-08-31,2023-08-31,2023-09-02,2023-09-03,Completed,Mobile App
12902,1760,,2,2,2023-03-12,2023-03-14,2023-03-17,2023-03-17,Completed,Mobile App
12903,1194,,1,1,2022-03-14,2022-03-15,2022-03-16,2022-03-16,Completed,Marketplace
12904,2594,24,4,6,2025-12-30,2026-01-01,2026-01-04,2026-01-03,Completed,Sales Rep
12905,26,,2,4,2023-09-24,2023-09-25,2023-09-28,,Pending,Web
12906,1083,,1,2,2024-07-26,2024-07-27,2024-07-30,2024-08-01,Completed,Mobile App
12907,2443,,5,1,2022-05-11,2022-05-13,2022-05-16,2022-05-17,Completed,Marketplace
12908,2768,13,2,2,2022-04-25,2022-04-26,2022-04-28,2022-04-28,Completed,Sales Rep
12909,2786,,3,6,2022-02-18,2022-02-19,2022-02-22,2022-02-24,Completed,Marketplace
12910,2767,,1,7,2022-07-27,2022-07-27,2022-07-31,2022-07-31,Completed,Mobile App
12911,2208,,5,4,2023-12-19,,2023-12-21,,Pending,Web
12912,1169,,1,3,2025-03-11,2025-03-13,2025-03-17,,Pending,Web
12913,1059,,4,2,2023-11-09,2023-11-09,2023-11-15,2023-11-15,Completed,Mobile App
12914,362,,4,4,2024-12-29,2024-12-30,2024-12-31,2024-12-31,Completed,Web
12915,2523,28,4,4,2022-05-20,2022-05-22,2022-05-26,,Pending,Sales Rep
12916,1963,,4,7,2024-08-24,2024-08-26,2024-08-30,2024-08-30,Completed,Web
12917,1496,,4,4,2025-12-22,,2025-12-24,,Cancelled,Mobile App
12918,557,,5,7,2023-12-10,2023-12-12,2023-12-13,2023-12-12,Completed,Web
12919,110,,4,5,2024-11-12,2024-11-12,2024-11-14,2024-11-15,Completed,Mobile App
12920,613,,2,2,2023-02-28,2023-02-28,2023-03-02,,Pending,Mobile App
12921,2854,,1,1,2022-11-08,,2022-11-10,,Pending,Marketplace
12922,312,,1,4,2023-04-27,2023-04-28,2023-05-02,,Pending,Marketplace
12923,1277,,2,8,2024-03-13,2024-03-15,2024-03-19,2024-03-21,Completed,Mobile App
12924,936,,5,7,2022-12-05,2022-12-05,2022-12-08,2022-12-08,Completed,Mobile App
12925,877,,1,2,2024-03-04,2024-03-04,2024-03-06,2024-03-05,Completed,Web
12926,2252,,5,6,2025-03-24,2025-03-26,2025-03-26,2025-03-26,Completed,Mobile App
12927,815,,4,2,2024-12-13,2024-12-13,2024-12-18,2024-12-17,Completed,Web
12928,1992,,2,6,2022-10-02,2022-10-02,2022-10-04,2022-10-06,Completed,Web
12929,1262,,4,6,2022-07-18,,2022-07-20,,Pending,Web
12930,2739,,1,4,2024-02-04,2024-02-06,2024-02-08,2024-02-10,Completed,Web
12931,1058,,3,3,2025-08-27,2025-08-29,2025-09-02,2025-09-02,Completed,Mobile App
12932,2688,3,4,4,2023-06-27,,2023-06-29,,Pending,Sales Rep
12933,2543,,5,6,2023-06-24,2023-06-24,2023-06-28,2023-06-30,Completed,Marketplace
12934,59,,3,3,2022-10-22,2022-10-24,2022-10-25,2022-10-25,Completed,Marketplace
12935,2406,,3,7,2024-04-29,2024-04-30,2024-05-03,2024-05-04,Completed,Marketplace
12936,1268,,1,7,2023-06-03,2023-06-03,2023-06-07,2023-06-07,Completed,Marketplace
12937,228,,5,1,2023-12-19,2023-12-21,2023-12-25,2023-12-24,Completed,Mobile App
12938,517,,4,3,2023-11-11,2023-11-13,2023-11-14,2023-11-14,Completed,Web
12939,26,,2,4,2024-10-13,,2024-10-19,,Cancelled,Marketplace
12940,2734,,3,8,2024-11-15,2024-11-17,2024-11-17,2024-11-20,Completed,Mobile App
12941,1640,8,1,7,2024-03-13,,2024-03-15,,Cancelled,Sales Rep
12942,1149,,5,2,2024-10-09,2024-10-11,2024-10-15,2024-10-15,Completed,Web
12943,513,,1,2,2022-11-19,2022-11-19,2022-11-21,2022-11-21,Completed,Web
12944,563,,2,1,2022-07-05,2022-07-05,2022-07-07,2022-07-07,Completed,Mobile App
12945,130,,1,2,2023-11-12,2023-11-14,2023-11-17,2023-11-16,Completed,Web
12946,1086,,4,3,2023-06-02,2023-06-04,2023-06-05,2023-06-04,Completed,Marketplace
12947,2120,,2,6,2025-12-30,2025-12-31,2026-01-04,2026-01-03,Completed,Mobile App
12948,202,,3,4,2023-02-02,,2023-02-05,,Cancelled,Marketplace
12949,1219,,5,3,2024-11-05,2024-11-07,2024-11-07,2024-11-08,Completed,Marketplace
12950,83,,2,2,2023-12-23,,2023-12-29,,Pending,Web
12951,2147,25,4,5,2025-03-22,2025-03-24,2025-03-26,2025-03-26,Completed,Sales Rep
12952,2942,27,3,7,2023-10-08,2023-10-09,2023-10-10,2023-10-10,Completed,Sales Rep
12953,605,,3,4,2024-02-03,2024-02-05,2024-02-09,2024-02-10,Completed,Mobile App
12954,1179,,2,7,2023-10-26,2023-10-27,2023-10-30,2023-10-31,Completed,Web
12955,2246,,4,4,2025-07-04,2025-07-06,2025-07-09,,Pending,Web
12956,1873,,4,6,2024-04-12,2024-04-14,2024-04-17,2024-04-17,Completed,Mobile App
12957,1522,,5,3,2022-12-23,2022-12-25,2022-12-25,2022-12-25,Completed,Marketplace
12958,2805,,3,2,2025-10-01,2025-10-02,2025-10-06,2025-10-07,Completed,Marketplace
12959,2516,,2,2,2024-09-28,2024-09-28,2024-10-01,,Pending,Marketplace
12960,2346,,5,3,2023-04-13,2023-04-14,2023-04-19,2023-04-18,Completed,Mobile App
12961,1221,,5,1,2022-12-12,2022-12-14,2022-12-14,2022-12-14,Completed,Web
12962,988,,4,6,2023-11-04,2023-11-06,2023-11-10,2023-11-11,Completed,Mobile App
12963,1672,,1,7,2022-10-04,2022-10-06,2022-10-06,2022-10-06,Completed,Mobile App
12964,1352,,4,1,2024-09-10,,2024-09-14,,Pending,Web
12965,1243,,4,6,2022-06-02,,2022-06-04,,Cancelled,Marketplace
12966,1415,,2,2,2022-12-08,2022-12-10,2022-12-14,2022-12-16,Completed,Marketplace
12967,2008,,5,1,2022-09-28,2022-09-30,2022-09-30,2022-10-02,Completed,Mobile App
12968,1201,,1,4,2023-01-20,,2023-01-26,,Cancelled,Web
12969,1695,,3,2,2022-04-25,2022-04-26,2022-04-30,2022-04-30,Completed,Web
12970,879,,3,3,2023-01-04,2023-01-06,2023-01-10,2023-01-10,Completed,Web
12971,2162,,1,7,2024-01-31,2024-01-31,2024-02-06,,Pending,Web
12972,2695,,3,1,2025-12-12,2025-12-13,2025-12-18,2025-12-18,Completed,Mobile App
12973,242,13,5,2,2024-11-14,2024-11-14,2024-11-16,,Pending,Sales Rep
12974,921,,2,2,2025-04-02,2025-04-02,2025-04-07,2025-04-07,Completed,Marketplace
12975,1289,,3,1,2023-01-26,2023-01-28,2023-01-30,2023-01-30,Completed,Web
12976,203,,1,5,2022-02-11,2022-02-11,2022-02-17,,Pending,Web
12977,2221,27,2,1,2023-03-10,2023-03-10,2023-03-14,,Pending,Sales Rep
12978,2589,,3,2,2022-02-12,2022-02-13,2022-02-18,2022-02-18,Completed,Web
12979,1720,,3,2,2025-04-28,2025-04-30,2025-05-01,2025-05-01,Completed,Web
12980,2329,10,1,2,2022-11-25,2022-11-27,2022-11-28,,Pending,Sales Rep
12981,2838,,2,5,2023-08-23,2023-08-25,2023-08-28,,Pending,Web
12982,124,18,5,5,2022-10-17,2022-10-18,2022-10-21,2022-10-24,Completed,Sales Rep
12983,885,,5,7,2025-03-24,2025-03-25,2025-03-30,2025-03-30,Completed,Web
12984,29,,4,7,2023-02-19,,2023-02-21,,Pending,Mobile App
12985,1303,25,5,5,2022-10-29,2022-10-30,2022-11-03,2022-11-03,Completed,Sales Rep
12986,300,,5,7,2025-10-20,2025-10-22,2025-10-25,2025-10-27,Completed,Web
12987,625,,3,1,2022-09-30,2022-09-30,2022-10-05,2022-10-06,Completed,Web
12988,1993,,5,1,2025-09-20,,2025-09-22,,Cancelled,Web
12989,2046,,3,5,2022-02-27,2022-03-01,2022-03-02,2022-03-02,Completed,Web
12990,1905,,5,8,2024-12-28,2024-12-30,2025-01-01,,Pending,Web
12991,1302,27,5,5,2022-03-28,2022-03-29,2022-04-01,2022-04-04,Completed,Sales Rep
12992,983,,2,5,2022-03-16,,2022-03-22,,Pending,Marketplace
12993,1892,,2,6,2024-08-22,,2024-08-26,,Cancelled,Web
12994,1924,,5,2,2023-02-07,2023-02-08,2023-02-11,2023-02-11,Completed,Web
12995,890,,4,6,2022-08-19,,2022-08-25,,Pending,Mobile App
12996,888,,3,1,2025-10-13,2025-10-13,2025-10-19,2025-10-18,Completed,Web
12997,2837,,5,8,2022-11-17,2022-11-18,2022-11-19,2022-11-20,Completed,Web
12998,1466,,4,3,2025-12-23,2025-12-24,2025-12-28,2025-12-28,Completed,Web
12999,1601,,3,6,2025-09-13,2025-09-13,2025-09-15,2025-09-15,Completed,Mobile App
13000,1895,12,1,4,2025-06-30,2025-07-02,2025-07-06,2025-07-07,Completed,Sales Rep
13001,1556,13,5,6,2025-12-04,2025-12-04,2025-12-09,,Pending,Sales Rep
13002,657,23,1,2,2024-05-30,2024-05-31,2024-06-03,2024-06-05,Completed,Sales Rep
13003,2368,,5,8,2022-03-10,2022-03-10,2022-03-14,2022-03-15,Completed,Mobile App
13004,1078,,2,1,2022-05-12,2022-05-13,2022-05-16,2022-05-16,Completed,Web
13005,2901,,3,2,2023-12-31,2024-01-02,2024-01-02,2024-01-02,Completed,Mobile App
13006,666,,1,3,2022-07-19,,2022-07-24,,Pending,Web
13007,1662,,5,8,2025-11-26,2025-11-27,2025-12-01,2025-12-01,Completed,Mobile App
13008,1031,,3,4,2024-10-06,2024-10-07,2024-10-11,2024-10-12,Completed,Mobile App
13009,1315,,5,3,2024-10-30,2024-10-30,2024-11-02,2024-11-01,Completed,Web
13010,238,,3,1,2024-04-15,2024-04-17,2024-04-20,2024-04-21,Completed,Mobile App
13011,1357,,2,4,2022-12-31,,2023-01-05,,Cancelled,Web
13012,967,,3,3,2024-06-17,2024-06-17,2024-06-21,2024-06-21,Completed,Mobile App
13013,636,,2,2,2025-12-19,2025-12-21,2025-12-23,2025-12-23,Completed,Mobile App
13014,559,,3,4,2023-06-03,2023-06-04,2023-06-06,,Pending,Web
13015,778,,2,2,2025-12-27,2025-12-29,2025-12-30,2026-01-02,Completed,Mobile App
13016,1105,,1,2,2022-05-10,2022-05-11,2022-05-15,,Pending,Mobile App
13017,802,,3,3,2024-11-09,2024-11-11,2024-11-15,2024-11-16,Completed,Web
13018,644,,4,3,2025-08-25,2025-08-26,2025-08-30,2025-08-30,Completed,Web
13019,1358,,2,2,2025-10-21,,2025-10-25,,Pending,Mobile App
13020,660,,2,3,2025-12-16,,2025-12-21,,Pending,Marketplace
13021,839,,4,2,2025-04-07,2025-04-07,2025-04-09,2025-04-10,Completed,Mobile App
13022,1148,,2,4,2025-09-28,2025-09-29,2025-10-03,2025-10-03,Completed,Mobile App
13023,1814,,5,8,2022-07-28,2022-07-30,2022-08-02,2022-08-02,Completed,Web
13024,809,,3,7,2024-08-04,2024-08-05,2024-08-10,2024-08-10,Completed,Web
13025,1634,16,3,8,2023-10-20,2023-10-22,2023-10-24,2023-10-24,Completed,Sales Rep
13026,66,,3,6,2025-10-23,2025-10-25,2025-10-29,2025-10-29,Completed,Mobile App
13027,2656,,5,4,2025-01-03,2025-01-03,2025-01-07,2025-01-08,Completed,Web
13028,728,,3,6,2025-03-08,2025-03-10,2025-03-11,2025-03-11,Completed,Marketplace
13029,1412,,2,4,2025-12-26,2025-12-26,2026-01-01,2026-01-02,Completed,Marketplace
13030,644,,3,3,2024-12-25,2024-12-27,2024-12-30,2024-12-30,Completed,Marketplace
13031,170,4,3,4,2024-09-02,2024-09-03,2024-09-08,2024-09-08,Completed,Sales Rep
13032,2952,,2,4,2024-12-09,,2024-12-15,,Pending,Mobile App
13033,2514,,4,4,2024-01-13,2024-01-15,2024-01-18,2024-01-17,Completed,Web
13034,1161,,1,8,2025-10-08,2025-10-08,2025-10-11,,Pending,Mobile App
13035,852,27,2,1,2025-03-17,2025-03-19,2025-03-20,2025-03-21,Completed,Sales Rep
13036,2310,,5,3,2024-05-19,2024-05-20,2024-05-22,2024-05-22,Completed,Mobile App
