payment_id,order_id,payment_method,payment_status,amount,payment_date
11091,11091,Card,Pending,500.89,2025-08-04
11092,11092,Card,Paid,633.26,2024-08-02
11093,11093,Invoice,Paid,1636.91,2023-06-02
11094,11094,Bank Transfer,Paid,3886.07,2023-08-24
11095,11095,Invoice,Paid,1349.0,2023-05-08
11096,11096,Card,Pending,2083.5,2024-06-04
11097,11097,Card,Paid,67.3,2022-06-25
11098,11098,PayPal,Paid,1143.13,2023-12-14
11099,11099,PayPal,Paid,575.92,2023-09-27
11100,11100,Card,Paid,792.95,2025-11-28
11101,11101,Invoice,Paid,341.11,2025-01-08
11102,11102,Invoice,Paid,2601.32,2022-05-18
11103,11103,Card,Paid,2275.57,2025-11-25
11104,11104,PayPal,Paid,1274.88,2025-10-24
11105,11105,Invoice,Paid,706.61,2024-01-23
11106,11106,Bank Transfer,Paid,465.52,2024-08-12
11107,11107,Bank Transfer,Paid,823.9,2024-02-05
11108,11108,PayPal,Paid,1377.21,2025-08-03
11109,11109,Card,Paid,1235.24,2024-08-14
11110,11110,Invoice,Paid,119.13,2023-11-13
11111,11111,Invoice,Paid,629.21,2025-12-21
11112,11112,Invoice,Pending,937.28,2022-08-05
11113,11113,Card,Paid,392.36,2023-01-23
11114,11114,Invoice,Paid,2460.86,2022-04-14
11115,11115,Invoice,Paid,919.61,2025-07-20
11116,11116,Invoice,Pending,253.45,2023-11-16
11117,11117,Bank Transfer,Paid,1785.69,2024-03-29
11118,11118,Bank Transfer,Refunded,475.89,2022-09-29
11119,11119,Bank Transfer,Paid,946.4,2025-08-04
11120,11120,PayPal,Pending,218.66,2025-05-21
11121,11121,PayPal,Paid,5072.43,2024-12-15
11122,11122,Invoice,Paid,174.69,2024-12-03
11123,11123,PayPal,Paid,1833.09,2022-08-20
11124,11124,Bank Transfer,Paid,1285.28,2023-08-20
11125,11125,Card,Paid,87.01,2024-05-16
11126,11126,Invoice,Paid,435.75,2022-09-05
11127,11127,Invoice,Pending,228.98,2025-01-10
11128,11128,Bank Transfer,Paid,222.71,2022-10-27
11129,11129,PayPal,Refunded,2419.35,2025-02-23
11130,11130,Card,Paid,833.76,2023-05-11
11131,11131,Card,Paid,283.24,2024-06-18
11132,11132,Invoice,Pending,103.5,2024-07-25
11133,11133,Bank Transfer,Paid,2948.54,2023-06-01
11134,11134,Bank Transfer,Paid,664.53,2022-02-13
11135,11135,PayPal,Pending,690.31,2022-02-23
11136,11136,Bank Transfer,Paid,2329.29,2022-09-17
11137,11137,Invoice,Refunded,287.4,2022-04-27
11138,11138,PayPal,Paid,1192.08,2022-05-27
11139,11139,Invoice,Paid,773.1,2024-07-05
11140,11140,Bank Transfer,Paid,2918.04,2023-11-25
11141,11141,PayPal,Paid,592.49,2024-10-19
11142,11142,Card,Paid,78.57,2022-07-18
11143,11143,Invoice,Paid,1016.14,2025-11-25
11144,11144,Bank Transfer,Pending,27.07,2024-11-25
11145,11145,PayPal,Refunded,2473.87,2022-06-15
11146,11146,Bank Transfer,Pending,888.91,2025-11-18
11147,11147,PayPal,Paid,207.47,2025-11-18
11148,11148,Card,Paid,838.97,2022-09-08
11149,11149,Invoice,Pending,727.36,2025-05-25
11150,11150,Invoice,Paid,1537.23,2025-07-23
11151,11151,Bank Transfer,Paid,2691.2,2024-02-04
11152,11152,Invoice,Paid,337.71,2025-11-01
11153,11153,Bank Transfer,Paid,504.78,2022-04-07
11154,11154,Card,Paid,660.91,2024-08-25
11155,11155,PayPal,Paid,577.99,2022-12-22
11156,11156,Invoice,Pending,376.14,2024-12-13
11157,11157,PayPal,Pending,342.5,2025-07-28
11158,11158,Bank Transfer,Paid,602.34,2022-01-18
11159,11159,Bank Transfer,Paid,261.77,2023-02-21
11160,11160,PayPal,Paid,540.31,2022-03-01
11161,11161,PayPal,Paid,814.02,2025-07-13
11162,11162,PayPal,Paid,475.74,2025-06-09
11163,11163,Invoice,Paid,1567.09,2024-11-23
11164,11164,PayPal,Paid,1198.0,2022-11-03
11165,11165,Bank Transfer,Paid,971.98,2025-09-29
11166,11166,Card,Paid,418.23,2022-03-12
11167,11167,PayPal,Paid,1299.58,2024-10-09
11168,11168,Bank Transfer,Paid,1256.33,2023-12-06
11169,11169,Card,Paid,1371.56,2025-06-12
11170,11170,Invoice,Paid,305.24,2025-06-08
11171,11171,Invoice,Refunded,888.44,2023-05-08
11172,11172,PayPal,Paid,1042.93,2024-03-01
11173,11173,Bank Transfer,Paid,422.24,2023-04-04
11174,11174,Invoice,Paid,318.83,2023-12-31
11175,11175,Card,Paid,532.44,2024-09-02
11176,11176,PayPal,Pending,474.8,2022-05-29
11177,11177,Invoice,Paid,174.09,2024-03-27
11178,11178,Bank Transfer,Pending,196.45,2022-08-30
11179,11179,Bank Transfer,Paid,1617.54,2024-03-27
11180,11180,PayPal,Paid,2199.28,2022-12-07
11181,11181,Invoice,Paid,701.27,2022-06-12
11182,11182,Bank Transfer,Paid,107.26,2023-12-22
11183,11183,Invoice,Paid,1004.75,2024-06-08
11184,11184,PayPal,Paid,2010.25,2023-07-05
11185,11185,Card,Paid,851.55,2024-12-24
11186,11186,Bank Transfer,Pending,917.42,2022-10-24
11187,11187,Invoice,Paid,2071.41,2024-08-08
11188,11188,Bank Transfer,Paid,365.05,2022-08-20
11189,11189,Bank Transfer,Paid,2496.61,2023-07-12
11190,11190,Invoice,Pending,2750.75,2025-12-17
11191,11191,PayPal,Paid,5169.54,2025-11-30
11192,11192,PayPal,Paid,2973.55,2025-12-14
11193,11193,Invoice,Refunded,1245.95,2022-10-10
11194,11194,PayPal,Paid,602.88,2024-01-05
11195,11195,Card,Paid,306.3,2023-02-03
11196,11196,Invoice,Pending,2850.22,2023-01-09
11197,11197,PayPal,Pending,2746.11,2023-08-29
11198,11198,Bank Transfer,Paid,729.58,2022-10-14
11199,11199,PayPal,Paid,1291.93,2024-06-13
11200,11200,Bank Transfer,Paid,1347.32,2023-12-12
11201,11201,Bank Transfer,Pending,1221.15,2025-03-13
11202,11202,Invoice,Paid,142.34,2024-10-20
11203,11203,Invoice,Pending,318.53,2022-01-22
11204,11204,Invoice,Paid,1708.21,2023-04-06
11205,11205,PayPal,Paid,955.13,2023-11-28
11206,11206,Invoice,Paid,4617.16,2024-12-01
11207,11207,Bank Transfer,Paid,1534.98,2023-08-24
11208,11208,Card,Refunded,527.94,2025-03-13
11209,11209,Invoice,Refunded,2124.72,2024-01-22
11210,11210,Bank Transfer,Pending,394.03,2023-12-22
11211,11211,PayPal,Paid,575.11,2023-05-21
11212,11212,Bank Transfer,Pending,325.23,2022-10-23
11213,11213,Card,Paid,346.0,2024-04-22
11214,11214,Invoice,Paid,1688.11,2023-12-18
11215,11215,Invoice,Paid,658.31,2025-01-12
11216,11216,Bank Transfer,Paid,1911.73,2024-03-15
11217,11217,Bank Transfer,Paid,1945.58,2024-12-01
11218,11218,PayPal,Paid,644.09,2025-08-07
11219,11219,PayPal,Paid,848.42,2023-11-01
11220,11220,Card,Paid,407.38,2025-08-06
11221,11221,PayPal,Paid,2569.67,2025-02-28
11222,11222,PayPal,Paid,305.96,2022-12-16
11223,11223,Card,Paid,202.58,2025-09-11
11224,11224,PayPal,Paid,2200.37,2022-11-03
11225,11225,Card,Paid,433.16,2024-12-10
11226,11226,Invoice,Paid,128.51,2023-11-29
11227,11227,Bank Transfer,Paid,582.58,2025-08-02
11228,11228,PayPal,Pending,272.65,2022-03-04
11229,11229,Invoice,Paid,661.84,2024-11-03
11230,11230,Bank Transfer,Paid,1122.08,2023-12-22
11231,11231,Bank Transfer,Paid,1866.85,2024-06-10
11232,11232,PayPal,Paid,1888.8,2023-11-15
11233,11233,PayPal,Paid,304.2,2024-09-16
11234,11234,PayPal,Pending,3519.39,2024-05-18
11235,11235,Bank Transfer,Paid,1876.75,2024-11-24
11236,11236,Invoice,Paid,1579.76,2024-05-02
11237,11237,Bank Transfer,Refunded,81.7,2024-12-01
11238,11238,PayPal,Paid,1926.78,2025-09-28
11239,11239,Bank Transfer,Paid,1620.57,2025-07-03
11240,11240,PayPal,Refunded,438.51,2022-10-01
11241,11241,PayPal,Refunded,945.67,2023-12-18
11242,11242,Card,Paid,3120.75,2025-11-30
11243,11243,Card,Pending,2141.23,2025-02-23
11244,11244,Card,Paid,1846.16,2024-04-15
11245,11245,PayPal,Pending,2100.94,2022-04-09
11246,11246,PayPal,Paid,872.99,2025-12-07
11247,11247,PayPal,Paid,988.95,2025-10-14
11248,11248,PayPal,Paid,995.57,2023-06-18
11249,11249,Invoice,Paid,375.58,2024-07-22
11250,11250,PayPal,Paid,707.12,2024-12-06
11251,11251,Card,Paid,151.84,2024-12-03
11252,11252,PayPal,Pending,5039.01,2024-04-28
11253,11253,PayPal,Paid,882.23,2023-03-16
11254,11254,Invoice,Paid,2772.61,2023-01-12
11255,11255,Card,Paid,298.45,2023-12-05
11256,11256,Bank Transfer,Pending,1467.34,2024-11-21
11257,11257,Invoice,Paid,460.09,2022-07-13
11258,11258,PayPal,Pending,2716.79,2024-12-14
11259,11259,Bank Transfer,Paid,729.26,2024-12-25
11260,11260,Invoice,Paid,2423.58,2024-02-24
11261,11261,Bank Transfer,Paid,1093.9,2024-11-17
11262,11262,Invoice,Paid,276.25,2025-10-26
11263,11263,Bank Transfer,Paid,1540.95,2024-11-17
11264,11264,PayPal,Refunded,557.36,2024-12-26
11265,11265,Card,Pending,828.94,2023-06-08
11266,11266,PayPal,Refunded,1215.94,2023-10-30
11267,11267,Invoice,Paid,323.96,2023-01-29
11268,11268,Card,Paid,1806.71,2024-12-13
11269,11269,Card,Paid,1815.22,2023-03-21
11270,11270,PayPal,Refunded,370.97,2024-05-16
11271,11271,Bank Transfer,Paid,2181.17,2024-04-11
11272,11272,Bank Transfer,Refunded,481.92,2023-11-06
11273,11273,Card,Pending,139.61,2023-08-12
11274,11274,Bank Transfer,Paid,2327.48,2024-05-07
11275,11275,Invoice,Paid,3465.26,2025-06-10
11276,11276,Card,Paid,990.67,2023-11-23
11277,11277,PayPal,Paid,352.23,2025-12-26
11278,11278,Invoice,Paid,496.15,2022-02-27
11279,11279,Bank Transfer,Refunded,2490.27,2022-02-15
11280,11280,PayPal,Paid,3363.51,2025-01-05
11281,11281,Card,Pending,1470.57,2023-02-19
11282,11282,Bank Transfer,Paid,1232.32,2023-07-15
11283,11283,Bank Transfer,Paid,3954.3,2023-08-05
11284,11284,PayPal,Paid,4607.93,2022-04-14
11285,11285,Card,Paid,999.77,2023-04-12
11286,11286,Card,Paid,167.3,2022-10-17
11287,11287,Bank Transfer,Paid,2016.56,2022-04-30
11288,11288,PayPal,Pending,3824.74,2024-03-19
11289,11289,PayPal,Paid,996.64,2025-06-03
11290,11290,Card,Refunded,2040.92,2022-01-14
11291,11291,Invoice,Paid,858.73,2025-03-12
11292,11292,Card,Pending,640.32,2023-05-23
11293,11293,PayPal,Refunded,1330.42,2022-12-22
11294,11294,Bank Transfer,Pending,1368.24,2025-07-10
11295,11295,PayPal,Paid,1004.54,2025-05-13
11296,11296,Invoice,Paid,702.66,2023-10-29
11297,11297,Invoice,Paid,586.37,2023-07-15
11298,11298,PayPal,Pending,397.28,2022-07-04
11299,11299,Invoice,Pending,1084.42,2023-03-03
11300,11300,Card,Pending,132.09,2022-06-13
11301,11301,Bank Transfer,Paid,291.44,2025-06-26
11302,11302,Invoice,Paid,515.11,2024-12-27
11303,11303,PayPal,Paid,1363.76,2025-10-31
11304,11304,Card,Paid,1479.35,2025-02-28
11305,11305,Card,Pending,359.36,2022-08-14
11306,11306,Card,Paid,1126.91,2024-10-01
11307,11307,Invoice,Paid,1867.35,2025-09-10
11308,11308,Bank Transfer,Paid,367.21,2024-06-10
11309,11309,Invoice,Paid,317.51,2022-12-15
11310,11310,PayPal,Paid,551.24,2025-05-03
11311,11311,Invoice,Paid,85.25,2023-04-17
11312,11312,PayPal,Pending,3821.89,2025-11-06
11313,11313,Bank Transfer,Refunded,199.91,2025-02-17
11314,11314,Bank Transfer,Paid,481.86,2022-10-17
11315,11315,Bank Transfer,Paid,261.67,2022-06-09
11316,11316,Invoice,Pending,150.94,2025-09-11
11317,11317,Bank Transfer,Paid,1577.14,2025-10-06
11318,11318,Bank Transfer,Paid,73.4,2022-12-05
11319,11319,Invoice,Paid,1726.17,2022-03-15
11320,11320,PayPal,Paid,1373.82,2023-04-25
11321,11321,Bank Transfer,Paid,206.04,2023-04-27
11322,11322,Card,Paid,1330.78,2024-07-13
11323,11323,Bank Transfer,Paid,869.27,2025-10-30
11324,11324,Bank Transfer,Refunded,3050.76,2025-10-17
11325,11325,Invoice,Refunded,3481.85,2025-06-29
11326,11326,Card,Refunded,50.07,2025-11-11
11327,11327,PayPal,Paid,422.07,2023-10-21
11328,11328,Invoice,Paid,161.65,2022-11-29
11329,11329,Invoice,Paid,635.8,2025-08-14
11330,11330,Invoice,Pending,2472.88,2024-06-07
11331,11331,Bank Transfer,Paid,285.78,2023-06-14
11332,11332,Card,Paid,967.02,2025-10-24
11333,11333,Bank Transfer,Paid,679.41,2022-04-20
11334,11334,PayPal,Paid,2000.32,2023-01-24
11335,11335,Bank Transfer,Pending,323.2,2023-03-05
11336,11336,Card,Pending,1448.55,2023-12-28
11337,11337,PayPal,Paid,2198.56,2025-07-08
11338,11338,Card,Paid,749.55,2022-03-01
11339,11339,PayPal,Paid,3581.14,2023-08-15
11340,11340,Bank Transfer,Paid,943.21,2023-10-26
11341,11341,Bank Transfer,Paid,1327.51,2025-04-12
11342,11342,Bank Transfer,Paid,581.57,2025-08-18
11343,11343,Invoice,Paid,438.06,2025-05-30
11344,11344,Invoice,Paid,64.17,2024-09-30
11345,11345,Bank Transfer,Paid,259.57,2023-04-28
11346,11346,Invoice,Paid,2280.82,2022-08-12
11347,11347,Invoice,Paid,128.05,2024-11-10
11348,11348,Bank Transfer,Refunded,601.35,2022-10-22
11349,11349,Invoice,Paid,182.26,2024-11-14
11350,11350,Bank Transfer,Paid,2002.82,2025-02-20
11351,11351,Bank Transfer,Paid,1149.09,2024-08-17
11352,11352,PayPal,Paid,2023.32,2024-05-01
11353,11353,PayPal,Paid,1958.78,2022-07-31
11354,11354,Invoice,Paid,294.27,2025-10-25
11355,11355,Bank Transfer,Pending,1511.28,2023-03-21
11356,11356,Bank Transfer,Refunded,537.53,2025-03-26
11357,11357,Bank Transfer,Paid,789.34,2023-04-20
11358,11358,PayPal,Paid,3233.49,2022-08-27
11359,11359,Card,Paid,1502.69,2025-10-29
11360,11360,Bank Transfer,Paid,2589.74,2023-04-21
11361,11361,Bank Transfer,Paid,325.87,2024-12-06
11362,11362,PayPal,Paid,2099.26,2023-03-25
11363,11363,PayPal,Paid,1154.14,2024-10-03
11364,11364,Bank Transfer,Paid,580.16,2022-03-20
11365,11365,Bank Transfer,Refunded,515.74,2024-04-01
11366,11366,Card,Pending,991.86,2025-11-18
11367,11367,Bank Transfer,Paid,842.65,2024-05-15
11368,11368,Invoice,Paid,758.27,2022-03-08
11369,11369,Bank Transfer,Refunded,408.43,2022-03-14
11370,11370,Invoice,Pending,1188.41,2023-04-23
11371,11371,Invoice,Pending,1651.07,2022-07-18
11372,11372,Bank Transfer,Paid,332.21,2025-07-05
11373,11373,Card,Paid,1575.7,2022-12-13
11374,11374,Invoice,Pending,395.88,2024-07-28
11375,11375,Bank Transfer,Refunded,602.4,2025-04-05
11376,11376,Card,Paid,195.82,2025-02-18
11377,11377,PayPal,Paid,411.46,2022-10-26
11378,11378,Invoice,Paid,2624.11,2024-11-13
11379,11379,Bank Transfer,Pending,273.15,2024-11-03
11380,11380,Card,Paid,1487.73,2022-11-13
11381,11381,Card,Paid,1305.58,2025-01-31
11382,11382,Bank Transfer,Paid,780.39,2025-10-14
11383,11383,PayPal,Paid,2421.56,2023-01-15
11384,11384,Bank Transfer,Paid,242.98,2022-06-19
11385,11385,Card,Paid,1931.41,2022-08-01
11386,11386,Invoice,Paid,590.08,2023-10-17
11387,11387,PayPal,Paid,1671.66,2022-10-01
11388,11388,PayPal,Paid,927.57,2025-03-18
11389,11389,Bank Transfer,Paid,110.82,2022-02-25
11390,11390,Card,Paid,383.21,2022-01-12
11391,11391,Card,Pending,1726.61,2022-10-20
11392,11392,Invoice,Paid,1812.77,2022-10-19
11393,11393,Card,Pending,1351.04,2022-08-04
11394,11394,Bank Transfer,Paid,176.83,2025-03-15
11395,11395,PayPal,Pending,968.46,2022-01-24
11396,11396,Invoice,Pending,523.91,2023-07-18
11397,11397,Bank Transfer,Pending,4627.35,2024-11-06
11398,11398,Bank Transfer,Paid,1984.68,2022-10-17
11399,11399,Card,Paid,216.13,2025-07-04
11400,11400,Invoice,Pending,2977.8,2025-09-13
11401,11401,Card,Pending,715.29,2023-11-23
11402,11402,PayPal,Paid,86.85,2025-01-09
11403,11403,Invoice,Paid,114.57,2023-12-20
11404,11404,Invoice,Paid,346.36,2023-03-27
11405,11405,Card,Refunded,1283.14,2022-07-19
11406,11406,Card,Paid,2038.76,2024-07-04
11407,11407,Invoice,Paid,150.23,2023-01-18
11408,11408,Bank Transfer,Paid,516.04,2023-01-16
11409,11409,Bank Transfer,Paid,348.97,2022-09-05
11410,11410,Card,Pending,1069.14,2024-08-14
11411,11411,Bank Transfer,Paid,2015.95,2023-04-12
11412,11412,PayPal,Paid,308.52,2025-10-04
11413,11413,Card,Paid,1134.64,2024-07-02
11414,11414,Invoice,Pending,530.99,2025-05-10
11415,11415,Invoice,Paid,522.99,2024-10-09
11416,11416,PayPal,Pending,2581.35,2025-10-02
11417,11417,Invoice,Pending,367.43,2023-12-03
11418,11418,Card,Pending,304.02,2022-07-30
11419,11419,Invoice,Paid,1415.23,2022-09-22
11420,11420,Bank Transfer,Paid,891.87,2025-02-06
11421,11421,Card,Paid,422.78,2023-08-29
11422,11422,Bank Transfer,Paid,698.91,2024-08-29
11423,11423,PayPal,Paid,407.62,2024-06-16
11424,11424,Bank Transfer,Paid,1999.55,2022-10-23
11425,11425,Invoice,Paid,300.29,2025-01-06
11426,11426,PayPal,Paid,4013.03,2024-06-01
11427,11427,Bank Transfer,Paid,1848.95,2024-11-11
11428,11428,Invoice,Paid,606.14,2025-10-31
11429,11429,Card,Paid,898.63,2025-05-25
11430,11430,Invoice,Paid,1218.61,2025-11-05
11431,11431,PayPal,Paid,355.72,2022-10-24
11432,11432,Card,Paid,588.48,2024-08-28
11433,11433,Invoice,Paid,556.84,2023-01-06
11434,11434,Card,Pending,559.4,2022-03-10
11435,11435,Card,Paid,1295.13,2022-12-09
11436,11436,Card,Paid,1696.88,2024-04-02
11437,11437,PayPal,Paid,818.56,2022-07-01
11438,11438,Card,Paid,1638.42,2025-08-12
11439,11439,Bank Transfer,Paid,1578.96,2025-12-02
11440,11440,Card,Paid,2237.52,2024-10-17
11441,11441,Bank Transfer,Pending,41.71,2022-08-28
11442,11442,PayPal,Paid,3686.34,2024-08-02
11443,11443,Card,Pending,635.85,2024-12-17
11444,11444,PayPal,Paid,474.67,2022-06-21
11445,11445,Bank Transfer,Paid,1924.61,2022-08-21
11446,11446,PayPal,Pending,268.39,2022-11-03
11447,11447,PayPal,Pending,221.79,2024-08-20
11448,11448,PayPal,Refunded,2918.18,2022-12-08
11449,11449,Invoice,Refunded,896.79,2022-08-17
11450,11450,Card,Paid,919.89,2024-07-10
11451,11451,PayPal,Pending,502.23,2024-03-02
11452,11452,Invoice,Pending,1487.46,2022-12-17
11453,11453,Bank Transfer,Paid,537.17,2023-05-29
11454,11454,Bank Transfer,Paid,276.38,2022-05-18
11455,11455,Bank Transfer,Refunded,578.02,2024-09-18
11456,11456,PayPal,Pending,1812.4,2024-12-03
11457,11457,Bank Transfer,Paid,1111.74,2025-07-22
11458,11458,Card,Paid,845.73,2024-05-11
11459,11459,Invoice,Paid,1375.85,2024-01-08
11460,11460,PayPal,Paid,557.77,2022-06-13
11461,11461,PayPal,Pending,748.0,2025-06-03
11462,11462,Bank Transfer,Paid,120.31,2023-06-28
11463,11463,Card,Pending,142.81,2024-12-03
11464,11464,Card,Paid,702.38,2022-06-15
11465,11465,Invoice,Paid,738.78,2022-06-06
11466,11466,PayPal,Paid,1866.99,2025-09-03
11467,11467,Invoice,Pending,995.57,2025-07-01
11468,11468,Card,Paid,613.21,2024-12-26
11469,11469,Bank Transfer,Paid,635.54,2025-06-06
11470,11470,Bank Transfer,Paid,490.31,2025-01-12
11471,11471,Bank Transfer,Paid,307.02,2024-06-13
11472,11472,PayPal,Paid,189.97,2022-01-27
11473,11473,Bank Transfer,Paid,2617.65,2024-05-03
11474,11474,Bank Transfer,Paid,3626.53,2022-08-15
11475,11475,Card,Paid,2213.37,2025-11-06
11476,11476,PayPal,Paid,254.34,2023-08-02
11477,11477,Invoice,Paid,1026.34,2025-07-23
11478,11478,Bank Transfer,Pending,2449.29,2022-10-25
11479,11479,Invoice,Paid,2680.3,2025-11-27
11480,11480,PayPal,Pending,1169.94,2024-12-21
11481,11481,Invoice,Paid,863.13,2022-03-04
11482,11482,Card,Paid,188.26,2022-07-10
11483,11483,Invoice,Paid,573.31,2025-08-29
11484,11484,Bank Transfer,Paid,1947.62,2024-09-02
11485,11485,PayPal,Paid,836.68,2023-05-14
11486,11486,Bank Transfer,Paid,540.48,2022-02-10
11487,11487,Bank Transfer,Paid,253.11,2023-03-13
11488,11488,Invoice,Paid,713.72,2023-09-10
11489,11489,Invoice,Paid,420.25,2024-08-15
11490,11490,PayPal,Paid,466.25,2023-02-22
11491,11491,Card,Paid,940.32,2022-11-26
11492,11492,PayPal,Paid,1342.04,2022-09-04
11493,11493,Bank Transfer,Refunded,3161.68,2022-03-29
11494,11494,PayPal,Paid,2941.75,2023-01-10
11495,11495,Bank Transfer,Paid,793.16,2022-10-20
11496,11496,Card,Paid,760.79,2024-10-16
11497,11497,PayPal,Paid,2387.59,2022-12-10
11498,11498,Bank Transfer,Paid,1390.94,2025-09-22
11499,11499,Bank Transfer,Paid,2429.13,2024-11-12
11500,11500,Bank Transfer,Refunded,1636.92,2022-06-23
11501,11501,PayPal,Paid,2159.54,2024-06-15
11502,11502,Bank Transfer,Paid,552.67,2025-03-18
11503,11503,Invoice,Paid,408.04,2025-10-08
11504,11504,Card,Paid,524.23,2025-03-22
11505,11505,PayPal,Pending,436.72,2024-08-24
11506,11506,Invoice,Paid,334.3,2023-10-26
11507,11507,Bank Transfer,Pending,174.83,2023-04-13
11508,11508,Invoice,Paid,385.8,2023-12-24
11509,11509,PayPal,Paid,1016.88,2025-11-26
11510,11510,Invoice,Paid,691.06,2022-08-01
11511,11511,Bank Transfer,Paid,520.54,2023-04-20
11512,11512,PayPal,Pending,103.66,2025-08-10
11513,11513,Invoice,Pending,634.3,2025-01-29
11514,11514,Bank Transfer,Paid,2547.33,2025-11-27
11515,11515,Bank Transfer,Paid,2925.23,2022-12-07
11516,11516,Bank Transfer,Paid,2325.83,2024-07-07
11517,11517,Bank Transfer,Paid,881.52,2022-10-17
11518,11518,Card,Paid,817.23,2022-06-15
11519,11519,Bank Transfer,Paid,648.2,2024-09-27
11520,11520,Card,Paid,3703.68,2023-04-01
11521,11521,Card,Pending,432.14,2025-06-25
11522,11522,Invoice,Paid,5233.7,2025-10-04
11523,11523,Bank Transfer,Paid,547.85,2023-07-21
11524,11524,Bank Transfer,Paid,1415.27,2023-07-16
11525,11525,Card,Paid,4144.85,2024-11-06
11526,11526,Card,Paid,884.9,2025-12-12
11527,11527,Card,Paid,193.64,2025-11-14
11528,11528,PayPal,Paid,58.72,2024-07-15
11529,11529,Invoice,Paid,1711.43,2024-11-12
11530,11530,Card,Paid,756.42,2023-07-02
11531,11531,PayPal,Paid,763.52,2025-08-17
11532,11532,Bank Transfer,Paid,1989.87,2023-01-14
11533,11533,Card,Paid,1054.76,2025-01-14
11534,11534,Bank Transfer,Paid,189.13,2022-07-28
11535,11535,PayPal,Paid,3053.1,2024-02-05
11536,11536,Bank Transfer,Paid,652.5,2024-09-14
11537,11537,Bank Transfer,Paid,806.02,2023-05-01
11538,11538,Bank Transfer,Pending,362.42,2025-05-08
11539,11539,Invoice,Paid,1678.7,2025-06-08
11540,11540,Card,Paid,2250.45,2023-08-09
11541,11541,Invoice,Paid,1141.02,2022-11-15
11542,11542,Invoice,Pending,328.75,2023-02-06
11543,11543,Bank Transfer,Paid,2540.45,2023-11-26
11544,11544,Bank Transfer,Paid,576.38,2023-11-17
11545,11545,Card,Pending,368.89,2024-01-27
11546,11546,PayPal,Pending,1607.12,2022-04-18
11547,11547,Card,Refunded,1267.82,2025-05-22
11548,11548,Invoice,Paid,2344.61,2022-10-07
11549,11549,Card,Refunded,186.81,2022-08-14
11550,11550,Card,Pending,647.23,2024-09-27
11551,11551,Invoice,Refunded,1645.07,2022-06-26
11552,11552,Bank Transfer,Refunded,602.19,2025-01-29
11553,11553,Card,Paid,1137.09,2022-10-16
11554,11554,Invoice,Pending,1027.28,2024-10-01
11555,11555,Bank Transfer,Refunded,4635.07,2024-05-29
11556,11556,Invoice,Paid,233.7,2025-11-10
11557,11557,PayPal,Paid,510.54,2022-05-10
11558,11558,Card,Paid,738.86,2023-09-10
11559,11559,Bank Transfer,Paid,718.5,2023-12-11
11560,11560,Card,Paid,1330.8,2025-03-05
11561,11561,Card,Paid,1008.4,2025-10-24
11562,11562,Bank Transfer,Paid,2028.69,2025-12-31
11563,11563,Bank Transfer,Pending,2056.08,2022-08-21
11564,11564,PayPal,Paid,2853.25,2023-04-09
11565,11565,Invoice,Paid,974.11,2024-09-28
11566,11566,Bank Transfer,Paid,970.19,2024-01-24
11567,11567,PayPal,Refunded,533.73,2023-11-20
11568,11568,PayPal,Paid,157.38,2023-03-24
11569,11569,Card,Paid,1149.9,2022-02-07
11570,11570,PayPal,Paid,239.15,2025-10-16
11571,11571,Bank Transfer,Paid,976.36,2025-04-24
11572,11572,Card,Paid,1881.86,2024-07-29
11573,11573,Bank Transfer,Paid,2991.96,2023-12-27
11574,11574,Bank Transfer,Paid,718.68,2025-03-14
11575,11575,Invoice,Paid,280.96,2023-09-28
11576,11576,Bank Transfer,Pending,905.6,2025-08-06
11577,11577,Invoice,Paid,1987.34,2022-11-06
11578,11578,Invoice,Paid,347.54,2024-01-05
11579,11579,Card,Paid,320.44,2022-01-16
11580,11580,Card,Paid,877.52,2025-07-21
11581,11581,Bank Transfer,Paid,477.22,2023-03-17
11582,11582,Bank Transfer,Paid,543.74,2023-05-30
11583,11583,Invoice,Paid,344.6,2025-04-04
11584,11584,PayPal,Refunded,697.75,2025-12-31
11585,11585,Invoice,Paid,652.3,2025-03-09
11586,11586,PayPal,Paid,1716.98,2022-07-22
11587,11587,PayPal,Paid,946.11,2022-12-20
11588,11588,Card,Paid,3902.98,2022-11-19
11589,11589,Card,Paid,357.08,2024-11-22
11590,11590,Invoice,Paid,1624.98,2025-10-15
11591,11591,PayPal,Paid,1584.02,2022-11-15
11592,11592,Bank Transfer,Paid,724.35,2024-11-12
11593,11593,Bank Transfer,Pending,813.32,2023-05-24
11594,11594,PayPal,Paid,730.16,2022-09-09
11595,11595,Invoice,Paid,1156.15,2023-03-26
11596,11596,Bank Transfer,Paid,1261.02,2023-07-25
11597,11597,PayPal,Pending,1159.18,2025-04-28
11598,11598,Bank Transfer,Paid,1587.33,2024-01-20
11599,11599,Invoice,Paid,80.09,2025-03-02
11600,11600,Card,Paid,571.19,2022-05-14
11601,11601,PayPal,Pending,368.46,2025-11-26
11602,11602,PayPal,Pending,307.6,2025-07-21
11603,11603,Invoice,Paid,733.76,2024-08-10
11604,11604,Bank Transfer,Paid,1520.76,2022-09-30
11605,11605,Card,Paid,1911.67,2022-07-30
11606,11606,Bank Transfer,Paid,871.77,2025-10-14
11607,11607,Card,Pending,1215.63,2025-08-02
11608,11608,PayPal,Paid,1139.07,2023-08-11
